id,True,Pred
Cornelis Stribeé,Cornelis Stribeé,Pieter van Gelre
Thomas Fonteyn,Thomas Fonteyn,Anthony Jansen
Jacobus Viverius,Jacobus Viverius,Philips van Marnix
Isaak A. van Vaerlen en Jan Jansz. van Asten,Isaak A. van Vaerlen en Jan Jansz. van Asten,Gerrit Hendricksz. van Breughel
Philippus Jennyn,Philippus Jennyn,Gaudentius van Loemel
Albertus Buitendyck,Albertus Buitendyck,Gaudentius van Loemel
Arnold Bon,Arnold Bon,Pieter de Vos
G.A. Bredero,G.A. Bredero,Cornelis de Leeuw
Barent Pietersz. Kompas,Barent Pietersz. Kompas,Cornelis Maertsz.
Hendrik Jacobz. Soetenboom,Hendrik Jacobz. Soetenboom,Karel van Mander
Femme Gerbrantsz Drieduym,Femme Gerbrantsz Drieduym,Livinus van der Minnen
Karel van Mander,Karel van Mander,"Karel van Mander, samensteller Karel van Mander"
Dirck Pietersz Pers,Dirck Pietersz Pers,Cornelis Maertsz.
J.F. Willems,J.F. Willems,Jacobus de Ruyter
Isaak A. van Vaerlen en Jan Jansz. van Asten,Isaak A. van Vaerlen en Jan Jansz. van Asten,"R.J. de Nerée, P.C. Hooft, C.G. Plemp"
Mattheus Gargon,Mattheus Gargon,Jan Pieter Heije
Cornelis Sweerts,Cornelis Sweerts,Jacob Steendam
Jan Jansz. Deutel,Jan Jansz. Deutel,Pieter Datheen
Pieter Datheen,Pieter Datheen,Cornelis Maertsz.
Henricus Costerius,Henricus Costerius,Jacob Claesz
M. van de Speybroek,M. van de Speybroek,Jodocus van Lodenstein
J. Sent,J. Sent,Karel van Mander
Christianus de Placker,Christianus de Placker,Jan Jansz. Starter
Joannes de Lixbona,Joannes de Lixbona,Hendrik Rintjes
Jan Jansz. Deutel,Jan Jansz. Deutel,Karel van Mander
Joannes de Lixbona,Joannes de Lixbona,Justus de Harduwijn
Jacobus de Ruyter,Jacobus de Ruyter,Philippus van Sorgen
Arnoldus Cobbault,Arnoldus Cobbault,Godfried Bussé
Cornelis Sweerts,Cornelis Sweerts,Hendrik Riemsnijder
Hendrik Rintjes,Hendrik Rintjes,Pieter Datheen
Aernout van Overbeke,Aernout van Overbeke,Joannes Mys
Cornelis Maertsz.,Cornelis Maertsz.,Jacob Janszoon Colevelt
Hermanus van den Burg,Hermanus van den Burg,Jan Pieter Heije
Hugo de Groot,Hugo de Groot,Karel van Mander
Joannes de Lixbona,Joannes de Lixbona,Hendrik Rintjes
Arnold Bon,Arnold Bon,Jan Thieullier
Johan Beets,Johan Beets,Pieter de Vos
Albertus Ignatius d'Hanins,Albertus Ignatius d'Hanins,Jan Pieter Heije
Hendrik Rintjes,Hendrik Rintjes,Jan Jansz. Deutel
Philippus van Sorgen,Philippus van Sorgen,Gerrit Manheer
"Petrus Suetmans, Eustachius de Meyer","Petrus Suetmans, Eustachius de Meyer",Livinus van der Minnen
Philips van Marnix,Philips van Marnix,Lucas de Heere
Hendrik Rintjes,Hendrik Rintjes,Soetken Gerijts
François Halma,François Halma,Hendrik Uilenbroek
Jacob Coenraetsz Mayvogel,Jacob Coenraetsz Mayvogel,Jacobus de Ruyter
Pieter Cauwe,Pieter Cauwe,Karel van Mander
Roelant de Kater,Roelant de Kater,Claes Stapel
Jacobus de Ruyter,Jacobus de Ruyter,H. van Vijfderley
Jan Jansz. Deutel,Jan Jansz. Deutel,Karel van Mander
Frans vander Straten de jongere,Frans vander Straten de jongere,Gerrit Hendricksz. van Breughel
Pieter Nootmans,Pieter Nootmans,Guillaume Abrahams Ooijevaer
Jan van Hoogstraten,Jan van Hoogstraten,Gerrit Manheer
Willem Sluiter,Willem Sluiter,Jacob Rosant
Guilielmus Bolognino,Guilielmus Bolognino,Cornelis Maertsz.
A. de R. en J.G.,A. de R. en J.G.,Joannes Six van Chandelier
Joannes de Lixbona,Joannes de Lixbona,Franciscus Ridderus
Wolterus ter Burgh,Wolterus ter Burgh,Albertus Buitendyck
Cornelis Maertsz.,Cornelis Maertsz.,Florimond van Duyse
Louis van Neste,Louis van Neste,Florimond van Duyse
Hendrik Riemsnijder,Hendrik Riemsnijder,G.A. Bredero
Soetken Gerijts,Soetken Gerijts,Johanna de Gavre
Lucas de Heere,Lucas de Heere,Karel van Mander
Florimond van Duyse,Florimond van Duyse,Js. M. Pfeil
Karel van Mander,Karel van Mander,Jacob Claesz
Johan van Heemskerck,Johan van Heemskerck,"Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz"
"B. Targier, Anthony Jansen","B. Targier, Anthony Jansen",Livinus van der Minnen
E. Pels de Jonge,E. Pels de Jonge,Johan Fruytiers
Johan Deknatel,Johan Deknatel,Gerrit Manheer
Joannes Vollenhove,Joannes Vollenhove,Aagje Deken en Klaas van der Horst
Aernout van Overbeke,Aernout van Overbeke,Aagje Deken en Klaas van der Horst
Simon Jansz Fortuyn,Simon Jansz Fortuyn,Franciscus de Laat
Jan Jansz. Deutel,Jan Jansz. Deutel,Hendrik Rintjes
David Montanus,David Montanus,Carolus Tuinman
"Karel van Mander, samensteller Karel van Mander","Karel van Mander, samensteller Karel van Mander",Pieter Datheen
Anthony Jansen,Anthony Jansen,Karel van Mander
Joan Ysermans,Joan Ysermans,Augustinus van Teylingen
Peeter de Vleeschoudere,Peeter de Vleeschoudere,Karel van Mander
Aernout van Overbeke,Aernout van Overbeke,Franciscus Ridderus
"Karel van Mander, samensteller Karel van Mander","Karel van Mander, samensteller Karel van Mander",Karel van Mander
Guillaume Abrahams Ooijevaer,Guillaume Abrahams Ooijevaer,Cornelis Maertsz.
Jacob Rosant,Jacob Rosant,"Antoine Mahaut, Kornelis Elzevier"
Christianus Vermeulen,Christianus Vermeulen,Johan Deknatel
"Adriaan Loosjes, Jan van Walré","Adriaan Loosjes, Jan van Walré",Jan Pieter Heije
C. J. Wits,C. J. Wits,Bernardus Busschoff
J.F. Willems,J.F. Willems,Florimond van Duyse
Jan Jansz. Deutel,Jan Jansz. Deutel,Karel van Mander
Justus de Harduwijn,Justus de Harduwijn,"Petrus Suetmans, Eustachius de Meyer"
Jacobus Revius,Jacobus Revius,Joannes Six van Chandelier
"Karel van Mander, samensteller Karel van Mander","Karel van Mander, samensteller Karel van Mander",Karel van Mander
Dirk Rafaelsz. Camphuysen,Dirk Rafaelsz. Camphuysen,Augustinus van Teylingen
J. Tradel,J. Tradel,Claes Stapel
Hans de Ries,Hans de Ries,Leenaert Clock
Jodocus van Lodenstein,Jodocus van Lodenstein,Pieter Datheen
Christianus Vermeulen,Christianus Vermeulen,Jacob Westerbaen
Philippus van Sorgen,Philippus van Sorgen,Pieter de Vos
Cornelis Stribeé,Cornelis Stribeé,Dirck Pietersz Pers
Karel van Mander,Karel van Mander,Franciscus Ridderus
Thomas Fonteyn,Thomas Fonteyn,C. Rhijnenburgh
Cornelis Stribeé,Cornelis Stribeé,Dirck Pietersz Pers
Thomas Fonteyn,Thomas Fonteyn,G.A. Bredero
Aagje Deken en Klaas van der Horst,Aagje Deken en Klaas van der Horst,Jan Pieter Heije
"Petrus Suetmans, Eustachius de Meyer","Petrus Suetmans, Eustachius de Meyer",Johanna de Gavre
Herman Ockes,Herman Ockes,J.Z. Baron
Daniel Joncktys,Daniel Joncktys,Barent Pietersz. Kompas
G.A. Bredero,G.A. Bredero,Jan van der Veen
Karel van Mander,Karel van Mander,Florimond van Duyse
Wiete Ringers,Wiete Ringers,Guilelmus van der Borcht
C.P. van Wesbusch,C.P. van Wesbusch,Jacob Janszoon Colevelt
Hieronymus van Alphen,Hieronymus van Alphen,Willem de Swaen
Frans de Cort,Frans de Cort,Gijsbertus van Sandwijk
"Joachim Oudaen, Dirk Rafaelsz. Camphuysen","Joachim Oudaen, Dirk Rafaelsz. Camphuysen",Reynier Rooleeuw
"Pieter IJsbrand van der Hof, C. Groenveld, C.G. Kleyn","Pieter IJsbrand van der Hof, C. Groenveld, C.G. Kleyn",Cornelis Maertsz.
Gerrit Manheer,Gerrit Manheer,Cornelis Sweerts
Jacob Rosant,Jacob Rosant,Joannes Stalpaert van der Wiele
Guilelmus van der Borcht,Guilelmus van der Borcht,Jan Mommaert
Guillaume Abrahams Ooijevaer,Guillaume Abrahams Ooijevaer,Anthony Jansen
Hendrik Rintjes,Hendrik Rintjes,Jan Jansz. Deutel
Johan van Born,Johan van Born,Albertus Buitendyck
Jacobus Viverius,Jacobus Viverius,Philips van Marnix
"Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz","Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz",Willem de Swaen
Christianus Vermeulen,Christianus Vermeulen,Joannes Stalpaert van der Wiele
D.V. Coornhert,D.V. Coornhert,Joannes Six van Chandelier
Hermanus van den Burg,Hermanus van den Burg,Pieter Dubbels
Christianus Vermeulen,Christianus Vermeulen,Pieter van Gelre
Florimond van Duyse,Florimond van Duyse,Pieter Lenaerts van der Goes
Jan Thieullier,Jan Thieullier,Florimond van Duyse
"B. Targier, Anthony Jansen","B. Targier, Anthony Jansen",Nicolaes Janssens
Hendrik Rintjes,Hendrik Rintjes,Cornelis Maertsz.
W.J. van Zeggelen,W.J. van Zeggelen,Claes Stapel
Philippus van Sorgen,Philippus van Sorgen,Dirk Rafaelsz. Camphuysen
Franciscus Ridderus,Franciscus Ridderus,Cornelis Maertsz.
"Jan Steven van Esveldt Holtrop, Willem Holtrop","Jan Steven van Esveldt Holtrop, Willem Holtrop",Jacobus de Ruyter
"Jan Steven van Esveldt Holtrop, Willem Holtrop","Jan Steven van Esveldt Holtrop, Willem Holtrop",J.W. Lustig
Arnold Bon,Arnold Bon,G.A. Bredero
Hermanus van den Burg,Hermanus van den Burg,David Joris
Marijn de Brauwer,Marijn de Brauwer,J. Sent
Js. M. Pfeil,Js. M. Pfeil,Jan Pieter Heije
Frans vander Straten de jongere,Frans vander Straten de jongere,Soetken Gerijts
Marijn de Brauwer,Marijn de Brauwer,Soetken Gerijts
Aegidius Haeffacker,Aegidius Haeffacker,Hendrik Rintjes
Johan van Born,Johan van Born,Bernardus Busschoff
Joost van den Vondel,Joost van den Vondel,J. Smeerbol
Philips van Marnix,Philips van Marnix,Philips van Marnix van Sint Aldegonde
Jacob Coenraetsz Mayvogel,Jacob Coenraetsz Mayvogel,Peeter de Vleeschoudere
Willem Sluiter,Willem Sluiter,Jacob Rosant
Anthony Jansen,Anthony Jansen,Claes Stapel
"B. Targier, Anthony Jansen","B. Targier, Anthony Jansen",Florimond van Duyse
François Foret,François Foret,M. van de Speybroek
Gijsbertus van Sandwijk,Gijsbertus van Sandwijk,Jan Pieter Heije
Zacharias Heyns,Zacharias Heyns,Guilielmus Bolognino
Frank A. Metaal,Frank A. Metaal,Femme Gerbrantsz Drieduym
J.F. Willems,J.F. Willems,Florimond van Duyse
Frans de Cort,Frans de Cort,F. Verloo
Aernout van Overbeke,Aernout van Overbeke,Joannes Stalpaert van der Wiele
Florimond van Duyse,Florimond van Duyse,Jan Pieter Heije
J. Sent,J. Sent,Cornelis Maertsz.
Franciscus de Laat,Franciscus de Laat,Jacob Westerbaen
Joseph Sadones,Joseph Sadones,Livinus van der Minnen
J.F. Willems,J.F. Willems,Florimond van Duyse
Abdias Velingius,Abdias Velingius,Joos Verschuere Reynvaan
Christianus de Placker,Christianus de Placker,Isaak A. van Vaerlen en Jan Jansz. van Asten
Joris Wybo,Joris Wybo,J. Sent
Aegidius Haeffacker,Aegidius Haeffacker,Karel van Mander
"Volkerus van Oosterwyck, Volckerus van Oosterwyck","Volkerus van Oosterwyck, Volckerus van Oosterwyck",Jacob Janszoon Colevelt
Franciscus Ridderus,Franciscus Ridderus,Cornelis Maertsz.
M. van de Speybroek,M. van de Speybroek,Jacob Rosant
Js. M. Pfeil,Js. M. Pfeil,Jan van der Veen
"Pieter IJsbrand van der Hof, C. Groenveld, C.G. Kleyn","Pieter IJsbrand van der Hof, C. Groenveld, C.G. Kleyn",Isaak A. van Vaerlen en Jan Jansz. van Asten
Anthony Jansen,Anthony Jansen,Carolus Tuinman
Leonardus Gouwerak,Leonardus Gouwerak,Cornelis Maertsz.
Cornelis Maertsz.,Cornelis Maertsz.,Pieter Datheen
J.Z. Baron,J.Z. Baron,Jan Pieter Heije
anoniem,anoniem,M. van de Speybroek
Jan Jansz. Deutel,Jan Jansz. Deutel,Jacob Coenraetsz Meyvogel
Jan Zoet,Jan Zoet,Pieter Dubbels
Hieronymus van Alphen,Hieronymus van Alphen,Carolus Tuinman
"Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz","Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz",Pieter Elsevier
Jacobus de Ruyter,Jacobus de Ruyter,Guilielmus Bolognino
Jan Pieter Heije,Jan Pieter Heije,Jan van Eijk
Willem de Swaen,Willem de Swaen,Pieter Datheen
"Karel van Mander, samensteller Karel van Mander","Karel van Mander, samensteller Karel van Mander",Karel van Mander
Johan van Heemskerck,Johan van Heemskerck,Pieter Elsevier
Daniel Bellemans,Daniel Bellemans,Frans de Cort
M. van de Speybroek,M. van de Speybroek,Hendrik Jacobz. Soetenboom
Guillaume Abrahams Ooijevaer,Guillaume Abrahams Ooijevaer,Karel van Mander
Jan Mommaert,Jan Mommaert,Pieter de Vos
J.F. Willems,J.F. Willems,Florimond van Duyse
Philippus Jennyn,Philippus Jennyn,E. Pels de Jonge
Jan Mommaert,Jan Mommaert,Boudewijn Jansen Wellens
Jacob Coenraetsz Mayvogel,Jacob Coenraetsz Mayvogel,Jacobus de Ruyter
Jacob Carel Willem le Jeune,Jacob Carel Willem le Jeune,Jan Pieter Heije
Hendrik Rintjes,Hendrik Rintjes,Guilelmus van der Borcht
Alle Dercks,Alle Dercks,Willem Sluiter
Florimond van Duyse,Florimond van Duyse,Carolus Tuinman
Adriaan Loosjes Pzn.,Adriaan Loosjes Pzn.,Jacob Steendam
Hendrik Jacobz. Soetenboom,Hendrik Jacobz. Soetenboom,Jacobus Revius
Jacob Brouwer,Jacob Brouwer,Pieter de Vos
anoniem,anoniem,G.A. Bredero
Jodocus van Lodenstein,Jodocus van Lodenstein,Jacob Steendam
Dirck Pietersz Pers,Dirck Pietersz Pers,Willem de Swaen
Hans de Ries,Hans de Ries,Frans vander Straten de jongere
Leenaert Clock,Leenaert Clock,Florimond van Duyse
Augustinus van Teylingen,Augustinus van Teylingen,Christianus Vermeulen
Jacob Steendam,Jacob Steendam,Jan Pieter Heije
J.W. Lustig,J.W. Lustig,Willem Sluiter
Aegidius Haeffacker,Aegidius Haeffacker,"Petrus Suetmans, Eustachius de Meyer"
Cornelis de Leeuw,Cornelis de Leeuw,Hendrik Riemsnijder
Daniel Bellemans,Daniel Bellemans,Jan Jansz. Starter
Boudewijn Jansen Wellens,Boudewijn Jansen Wellens,Philippus Jennyn
"Karel van Mander, samensteller Karel van Mander","Karel van Mander, samensteller Karel van Mander",Karel van Mander
Jan Jansz. Orlers,Jan Jansz. Orlers,Boudewijn Jansen Wellens
Pieter Datheen,Pieter Datheen,Florimond van Duyse
Pieter Cornelisz. van der Morsch,Pieter Cornelisz. van der Morsch,Pieter van Gelre
Guillaume Abrahams Ooijevaer,Guillaume Abrahams Ooijevaer,Justus de Harduwijn
Jan Zoet,Jan Zoet,D.V. Coornhert
Hans de Ries,Hans de Ries,J. Sent
Albertus Buitendyck,Albertus Buitendyck,Jacob Coenraetsz Mayvogel
Johanna de Gavre,Johanna de Gavre,Philippus Jennyn
Frans vander Straten de jongere,Frans vander Straten de jongere,Hendrik Rintjes
F. Verloo,F. Verloo,Florimond van Duyse
Claes Stapel,Claes Stapel,Jacob Steendam
Isaak A. van Vaerlen en Jan Jansz. van Asten,Isaak A. van Vaerlen en Jan Jansz. van Asten,"Jan Steven van Esveldt Holtrop, Willem Holtrop"
"Karel van Mander, samensteller Karel van Mander","Karel van Mander, samensteller Karel van Mander",Karel van Mander
"Karel van Mander, samensteller Karel van Mander","Karel van Mander, samensteller Karel van Mander",Karel van Mander
Willem Sluiter,Willem Sluiter,Philips van Marnix van Sint Aldegonde
Pieter Sterlincx,Pieter Sterlincx,Karel van Mander
Lucas de Heere,Lucas de Heere,Florimond van Duyse
Jan van der Veen,Jan van der Veen,Hermanus van den Burg
Hendrick Jansz. Prins,Hendrick Jansz. Prins,C. J. Wits
Johannes Stichter,Johannes Stichter,Willem Sluiter
Hendrik Uilenbroek,Hendrik Uilenbroek,Reynier Rooleeuw
Florimond van Duyse,Florimond van Duyse,Johan van Born
Christianus Vermeulen,Christianus Vermeulen,Christianus de Placker
J.F. Willems,J.F. Willems,Matthijs de Castelein
Johannes Stichter,Johannes Stichter,Joannes van Sambeeck
J. Tradel,J. Tradel,Anthony Jansen
"J. Veldkamp en K. de Boer, J. Veldkamp, K. de Boer","J. Veldkamp en K. de Boer, J. Veldkamp, K. de Boer","Jan Steven van Esveldt Holtrop, Willem Holtrop"
Jan van Eijk,Jan van Eijk,Katharina Wilhelmina Bilderdijk-Schweickhardt
Joan Ysermans,Joan Ysermans,C. Rhijnenburgh
Christianus Vermeulen,Christianus Vermeulen,anoniem
Cornelis Sweerts,Cornelis Sweerts,Jan van Eijk
Adriaan Loosjes Pzn.,Adriaan Loosjes Pzn.,"xFrançois Halma, François Halma"
Rutger Schutte,Rutger Schutte,Aagje Deken en Klaas van der Horst
Aernout van Overbeke,Aernout van Overbeke,Dirk Rafaelsz. Camphuysen
Johannes Stichter,Johannes Stichter,Albertus Buitendyck
J.Z. Baron,J.Z. Baron,Florimond van Duyse
Hendrik Jacobz. Soetenboom,Hendrik Jacobz. Soetenboom,Jan Pieter Heije
Jacob Rosant,Jacob Rosant,Pieter de Vos
Dirk Rafaelsz. Camphuysen,Dirk Rafaelsz. Camphuysen,Albertus Buitendyck
"Willem Dirckszoon Hooft, Jan Jansz. Starter, Jacob Westerbaen","Willem Dirckszoon Hooft, Jan Jansz. Starter, Jacob Westerbaen",G.A. Bredero
Johan Deknatel,Johan Deknatel,Jodocus van Lodenstein
Florimond van Duyse,Florimond van Duyse,Frans de Cort
Jan Zoet,Jan Zoet,Jacob Steendam
Jan Luyken,Jan Luyken,Carolus Tuinman
Jan Pieter Heije,Jan Pieter Heije,Gijsbertus van Sandwijk
Herman Ockes,Herman Ockes,Franciscus Ridderus
Betje Wolff en Aagje Deken,Betje Wolff en Aagje Deken,Jan Luyken
"Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz","Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz",C. J. Wits
Abdias Velingius,Abdias Velingius,Johannes Hazeu Cornelisz. en Dirk van der Reijden
Andries Pels,Andries Pels,Aagje Deken en Klaas van der Horst
Albertus Buitendyck,Albertus Buitendyck,Frank A. Metaal
J.Z. Baron,J.Z. Baron,Godfried Bussé
Femme Gerbrantsz Drieduym,Femme Gerbrantsz Drieduym,Dirck Pietersz Pers
Jakobus Rosseau,Jakobus Rosseau,Anthony Jansen
Boudewijn Jansen Wellens,Boudewijn Jansen Wellens,Jacob Janszoon Colevelt
Jan Pieter Heije,Jan Pieter Heije,Lambert de Visscher
Aegidius Haeffacker,Aegidius Haeffacker,Guilielmus Bolognino
Lambert de Visscher,Lambert de Visscher,Jacobus Revius
Christianus Vermeulen,Christianus Vermeulen,Abdias Velingius
E. Pels de Jonge,E. Pels de Jonge,Jacobus Viverius
Willem Sluiter,Willem Sluiter,Johan Deknatel
Carolus Tuinman,Carolus Tuinman,Betje Wolff en Aagje Deken
J.F. Willems,J.F. Willems,Florimond van Duyse
C. J. Wits,C. J. Wits,Thomas Fonteyn
Jacob Rosant,Jacob Rosant,Willem van Geldof
"Jan Steven van Esveldt Holtrop, Willem Holtrop","Jan Steven van Esveldt Holtrop, Willem Holtrop",Claes Stapel
G.A. Bredero,G.A. Bredero,Jacob Coenraetsz Mayvogel
Arnold Bon,Arnold Bon,Joannes van Sambeeck
Willem Sluiter,Willem Sluiter,Dirck Pietersz Pers
Lambert de Visscher,Lambert de Visscher,Jacob Rosant
Aegidius Haeffacker,Aegidius Haeffacker,Isaak A. van Vaerlen en Jan Jansz. van Asten
Alle Dercks,Alle Dercks,Willem de Swaen
Philippus van Sorgen,Philippus van Sorgen,Claes Stapel
Willem Sluiter,Willem Sluiter,Carolus Tuinman
Lucas de Heere,Lucas de Heere,Karel van Mander
Johan van Born,Johan van Born,Joannes de Lixbona
Hendrik Rintjes,Hendrik Rintjes,C. J. Wits
Marijn de Brauwer,Marijn de Brauwer,Willem Sluiter
"Karel van Mander, samensteller Karel van Mander","Karel van Mander, samensteller Karel van Mander",Karel van Mander
Johan van Heemskerck,Johan van Heemskerck,Aegidius Haeffacker
Jan Mommaert,Jan Mommaert,Cornelis Maertsz.
Joan Blasius,Joan Blasius,Pieter de Vos
Jacobus de Ruyter,Jacobus de Ruyter,Dirck Pietersz Pers
Willem Sluiter,Willem Sluiter,Guilelmus van der Borcht
Aegidius Haeffacker,Aegidius Haeffacker,Willem Sluiter
Jacobus de Ruyter,Jacobus de Ruyter,Jacob Rosant
"Karel van Mander, samensteller Karel van Mander","Karel van Mander, samensteller Karel van Mander",Karel van Mander
J.F. Willems,J.F. Willems,Florimond van Duyse
Frans de Cort,Frans de Cort,Franciscus Ridderus
Alle Dercks,Alle Dercks,J. Jacobsz. Harlingen
Joost van den Vondel,Joost van den Vondel,Dirk Rafaelsz. Camphuysen
Hermanus van den Burg,Hermanus van den Burg,"Antoine Mahaut, Kornelis Elzevier"
Augustinus van Teylingen,Augustinus van Teylingen,Aegidius Haeffacker
Philippus Jennyn,Philippus Jennyn,Nicolaes Janssens
Daniel Joncktys,Daniel Joncktys,Jacobus Revius
Cornelis Maertsz.,Cornelis Maertsz.,Joost van den Vondel
M. van de Speybroek,M. van de Speybroek,Dirk Rafaelsz. Camphuysen
Guilelmus van der Borcht,Guilelmus van der Borcht,Willem de Swaen
Hendrik Rintjes,Hendrik Rintjes,Karel van Mander
Franciscus Ridderus,Franciscus Ridderus,Simon Jansz Fortuyn
Nicolaes Janssens,Nicolaes Janssens,"Petrus Suetmans, Eustachius de Meyer"
C. Rhijnenburgh,C. Rhijnenburgh,Jan Pieter Heije
Jacobus Revius,Jacobus Revius,Herman Harts
Jan Pieter Heije,Jan Pieter Heije,Gysbert Japicx
Guilelmus van der Borcht,Guilelmus van der Borcht,Lucas de Heere
Guillaume Abrahams Ooijevaer,Guillaume Abrahams Ooijevaer,Cornelis Maertsz.
Joannes van Dyck,Joannes van Dyck,Cornelis Maertsz.
"Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz","Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz",Cornelis de Leeuw
Cornelis Stribeé,Cornelis Stribeé,Cornelis Maertsz.
Hendrik Uilenbroek,Hendrik Uilenbroek,Albertus Buitendyck
Frank A. Metaal,Frank A. Metaal,Leenaert Clock
Johan van Born,Johan van Born,Augustinus van Teylingen
Johannes Stichter,Johannes Stichter,Jacobus Revius
Peeter de Vleeschoudere,Peeter de Vleeschoudere,Joannes Six van Chandelier
Willem Sluiter,Willem Sluiter,Jacobus Revius
Hendrik Riemsnijder,Hendrik Riemsnijder,"Jan Steven van Esveldt Holtrop, Willem Holtrop"
Johan van Born,Johan van Born,Dirck Pietersz Pers
Lambert de Visscher,Lambert de Visscher,Joannes de Lixbona
"Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz","Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz",Jan Mommaert
Hieronymus van Alphen,Hieronymus van Alphen,Gerrit Manheer
Hendrik Rintjes,Hendrik Rintjes,Leenaert Clock
Alle Dercks,Alle Dercks,Carolus Tuinman
Claes Stapel,Claes Stapel,Willem Sluiter
Jan Pieter Heije,Jan Pieter Heije,Carolus Tuinman
Thomas Fonteyn,Thomas Fonteyn,Cornelis Sweerts
Isaak A. van Vaerlen en Jan Jansz. van Asten,Isaak A. van Vaerlen en Jan Jansz. van Asten,"B. Targier, Anthony Jansen"
Cornelis Maertsz.,Cornelis Maertsz.,J.F. Willems
Joannes de Lixbona,Joannes de Lixbona,Marijn de Brauwer
Johan van Born,Johan van Born,Cornelis de Leeuw
Christianus Vermeulen,Christianus Vermeulen,Joannes Stalpaert van der Wiele
Aegidius Haeffacker,Aegidius Haeffacker,Rumoldus Batavus
Jan Jansz. Deutel,Jan Jansz. Deutel,Karel van Mander
Zacharias Heyns,Zacharias Heyns,Albertus Buitendyck
Joannes van Dyck,Joannes van Dyck,Joannes van Sambeeck
Joannes Cloeck,Joannes Cloeck,Hermanus van den Burg
Philippus van Sorgen,Philippus van Sorgen,Karel van Mander
C. J. Wits,C. J. Wits,Florimond van Duyse
"Antoine Mahaut, Kornelis Elzevier","Antoine Mahaut, Kornelis Elzevier",Hermanus van den Burg
